# kind	commit	bench	measured	ms
rat-O0	d97bfb4cbe8fdf420f0396e970d3c3520d01696e	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:30:03+00:00	7620
rat-O1	d97bfb4cbe8fdf420f0396e970d3c3520d01696e	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:31:20+00:00	12758
rat-O0	bc34c8cf7dddea0107a1b82b3c94f223764d462b	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:32:16+00:00	7672
rat-O1	bc34c8cf7dddea0107a1b82b3c94f223764d462b	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:33:32+00:00	12786
rat-O0	75888719ffed21951e221858d746a267e1b520f7	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:34:28+00:00	7641
rat-O1	75888719ffed21951e221858d746a267e1b520f7	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:35:45+00:00	12737
rat-O0	0cf1fa34aabcf7411f82d7164d205cef923a8467	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:36:40+00:00	7645
rat-O1	0cf1fa34aabcf7411f82d7164d205cef923a8467	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:37:57+00:00	12731
rat-O0	fcefbfd05df53f8317a61df747bd57087a5dac68	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:38:53+00:00	7659
rat-O1	fcefbfd05df53f8317a61df747bd57087a5dac68	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:40:09+00:00	12702
rat-O0	c8d0fcb3090e87669be792832036ad5179e96731	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:41:05+00:00	7673
rat-O1	c8d0fcb3090e87669be792832036ad5179e96731	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:42:22+00:00	12824
rat-O0	2e1bb4d087c7e5310ea64e5010d6c1c674bc6ff3	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:43:18+00:00	7667
rat-O1	2e1bb4d087c7e5310ea64e5010d6c1c674bc6ff3	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:44:35+00:00	12759
rat-O0	924316aaa731d26d21ff528b867602065bbe2618	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:45:31+00:00	7651
rat-O1	924316aaa731d26d21ff528b867602065bbe2618	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:46:48+00:00	12842
rat-O0	89434c2c632a25dfa28ab7614529d01b9f85c00f	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:47:44+00:00	7641
rat-O1	89434c2c632a25dfa28ab7614529d01b9f85c00f	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:49:01+00:00	12844
rat-O0	b905c9e4db017fac5831ff68dc4d40221cada9af	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:49:57+00:00	7659
rat-O1	b905c9e4db017fac5831ff68dc4d40221cada9af	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:51:14+00:00	12873
rat-O0	b8e1eeaca3bbab3dcc76e21fc3e27383bdf4003c	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:52:10+00:00	7663
rat-O1	b8e1eeaca3bbab3dcc76e21fc3e27383bdf4003c	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:53:27+00:00	12899
rat-O0	98ab5aaf9c8dd430eaa2bb679313900db8c3ff51	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:54:23+00:00	7592
rat-O1	98ab5aaf9c8dd430eaa2bb679313900db8c3ff51	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:55:32+00:00	11430
rat-O0	4f864f756f4cfe96e68b84f761ffe594d2f3f2bf	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:56:27+00:00	7528
rat-O1	4f864f756f4cfe96e68b84f761ffe594d2f3f2bf	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:57:35+00:00	11405
rat-O0	edac891ebc904ccbcd1dd0f562240f2d2f8a416e	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:58:31+00:00	7516
rat-O1	edac891ebc904ccbcd1dd0f562240f2d2f8a416e	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T10:59:40+00:00	11453
rat-O0	e71efd91c1365891bf788013ab27a89e9091d422	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T11:00:35+00:00	7557
rat-O1	e71efd91c1365891bf788013ab27a89e9091d422	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T11:01:43+00:00	11405
rat-O0	7adff780bdbf2f596eecfd37fc349e062309dab3	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T11:02:05+00:00	1898
rat-O1	7adff780bdbf2f596eecfd37fc349e062309dab3	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T11:02:19+00:00	2376
rat-O0	fc18d01f867214f2ced924b71455e14d19161575	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T11:02:49+00:00	1898
rat-O1	fc18d01f867214f2ced924b71455e14d19161575	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T11:03:04+00:00	2389
rat-O0	90549bcbddf6fb4c2845f49b78cd6e05a1d13940	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T12:47:52+00:00	1905
rat-O1	90549bcbddf6fb4c2845f49b78cd6e05a1d13940	c0e4bd4887ff071a15fdc02939c41cc20fcf578e	2026-08-23T12:48:07+00:00	2395
